3.213512129777677474e+05,1.153630981404407183e+06,2.204500000000000171e+01
3.213548809815434506e+05,1.153628860860577319e+06,2.201800000000000068e+01
3.213554417673246353e+05,1.153627198793532094e+06,2.203200000000000003e+01
3.213560654227546765e+05,1.153616499434767291e+06,2.188899999999999935e+01
3.213580616993139265e+05,1.153608691018791636e+06,2.197200000000000131e+01
3.213588811893118545e+05,1.153599871047192952e+06,2.195700000000000074e+01
3.213572042587301112e+05,1.153571950270832283e+06,2.207100000000000151e+01
3.213576644384102547e+05,1.153565643036180874e+06,2.205300000000000082e+01
3.213593072335510515e+05,1.153563599308366422e+06,2.201099999999999923e+01
3.213648544797800714e+05,1.153562818534100428e+06,2.209400000000000119e+01
3.213676903705507284e+05,1.153560702285371255e+06,2.214099999999999824e+01
3.213702935431730002e+05,1.153560168983010342e+06,2.209100000000000108e+01
3.213754604287266848e+05,1.153559943230474368e+06,2.208399999999999963e+01
3.213770300105914939e+05,1.153560687293208670e+06,2.212000000000000099e+01
3.213789960422765580e+05,1.153563995499784360e+06,2.218799999999999883e+01
3.213806168464028160e+05,1.153570424733657390e+06,2.250700000000000145e+01
3.213813696266764891e+05,1.153586879854008323e+06,2.255000000000000071e+01
3.213845734582622536e+05,1.153613642392223701e+06,2.234100000000000108e+01
3.213879465441085049e+05,1.153685953907091636e+06,2.218499999999999872e+01
3.213872188601447851e+05,1.153693468187326798e+06,2.226599999999999824e+01
3.213855887375642196e+05,1.153697967426528223e+06,2.224200000000000088e+01
3.213830872031539911e+05,1.153701221250136616e+06,2.241400000000000148e+01
3.213801823216118501e+05,1.153702696308131563e+06,2.237699999999999889e+01
3.213744509000224061e+05,1.153701730370464735e+06,2.217299999999999827e+01
3.213720598055889714e+05,1.153698800437286496e+06,2.211899999999999977e+01
3.213704164832516690e+05,1.153694373390037334e+06,2.213800000000000168e+01
3.213682093945776578e+05,1.153686785759625025e+06,2.194399999999999906e+01
3.213643173831891618e+05,1.153666707711384166e+06,2.160800000000000054e+01
3.213606862536725821e+05,1.153644139556339476e+06,2.149800000000000111e+01
3.213564944710276322e+05,1.153629626817787532e+06,2.148000000000000043e+01
